,id,url,type,cost,impression,effect,status,img
27342,CR385295262651777024,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR385295262651777024,Image,25000,500000,20,,
27343,CR385297461675032576,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR385297461675032576,Image,25000,5000000,200,,
27347,CR391584469162655744,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR391584469162655744,Image,50,5000,100,,
27348,CR393419554069413888,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR393419554069413888,Image,50,5000,100,,
27349,CR39349322134847488,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR39349322134847488,Image,50,5000,100,,
27351,CR394542155441373184,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR394542155441373184,Image,25000,500000,20,,
27353,CR396510281255092224,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR396510281255092224,Image,500,50000,100,,
27354,CR397521831952646144,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR397521831952646144,Image,500,50000,100,,
27364,CR407780275439796224,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR407780275439796224,Image,500,50000,100,,
27365,CR408380608788561920,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR408380608788561920,Image,25000,5000000,200,,
27366,CR409498812114010112,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR409498812114010112,Image,25000,500000,20,,
27367,CR409598867672137728,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR409598867672137728,Image,50,5000,100,,
27370,CR41099744646266880,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR41099744646266880,Image,500,50000,100,,
27371,CR411082108858007552,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR411082108858007552,Image,500,50000,100,,
27372,CR412158530741600256,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR412158530741600256,Image,25000,500000,20,,
27373,CR41288860646244352,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR41288860646244352,Image,500,50000,100,,
27374,CR413020547857776640,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR413020547857776640,Image,500,500000,1000,,
27375,CR413206365322870784,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR413206365322870784,Image,25000,500000,20,,
27377,CR416099180415549440,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR416099180415549440,Image,25000,500000,20,,
27382,CR421280079205629952,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR421280079205629952,Image,25000,500000,20,,
27383,CR421563753205596160,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR421563753205596160,Image,50,5000,100,,
27384,CR421647316089307136,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR421647316089307136,Image,500,50000,100,,
27385,CR42560995599581184,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR42560995599581184,Image,50,5000,100,,
27386,CR427094296693309440,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR427094296693309440,Image,25000,500000,20,,
27388,CR428783146553573376,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR428783146553573376,Image,25000,500000,20,,
27394,CR435679283482984448,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR435679283482984448,Image,50,5000,100,,
27398,CR440420377621954560,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR440420377621954560,Image,50,50000,1000,,
27400,CR44134396738928640,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR44134396738928640,Image,50,5000,100,,
27401,CR442111426505474048,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR442111426505474048,Image,25000,500000,20,,
27402,CR442401697575206912,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR442401697575206912,Image,25000,500000,20,,
27403,CR44336706878439424,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR44336706878439424,Image,50,5000,100,,
27405,CR445216447342313472,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR445216447342313472,Image,500,50000,100,,
27407,CR447097711737438208,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR447097711737438208,Image,25000,500000,20,,
27408,CR448301676969852928,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR448301676969852928,Image,50,5000,100,,
27410,CR449794813760372736,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR449794813760372736,Image,25000,500000,20,,
27414,CR451892681946169344,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR451892681946169344,Image,25000,5000000,200,,
27416,CR453693681992466432,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR453693681992466432,Image,50,5000,100,,
27417,CR453979555015688192,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR453979555015688192,Image,25000,500000,20,,
27418,CR454821780922564608,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR454821780922564608,Image,25000,500000,20,,
27419,CR455208809015541760,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR455208809015541760,Image,25000,500000,20,,
27423,CR457902612503592960,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR457902612503592960,Image,500,50000,100,,
27424,CR45833142203842560,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR45833142203842560,Image,50,5000,100,,
27425,CR460960354340438016,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR460960354340438016,Image,25000,500000,20,,
27428,CR462025781107752960,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR462025781107752960,Image,500,50000,100,,
27432,CR467728947921027072,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR467728947921027072,Image,50,5000,100,,
27435,CR47366960924590080,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR47366960924590080,Image,500,50000,100,,
27437,CR476534936547885056,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR476534936547885056,Image,500,50000,100,,
27438,CR479149575198736384,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR479149575198736384,Image,500,50000,100,,
27443,CR489709284871897088,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR489709284871897088,Image,50,5000,100,,
27444,CR490144691476496384,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR490144691476496384,Image,25000,500000,20,,
27447,CR493337673243557888,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR493337673243557888,Image,25000,500000,20,,
27448,CR495633453522354176,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR495633453522354176,Image,25000,50000,2,,
27449,CR497040828405907456,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR497040828405907456,Image,500,50000,100,,
27453,CR498585642242932736,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR498585642242932736,Image,50,5000,100,,
27454,CR499965529335791616,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR499965529335791616,Image,25000,5000000,200,,
27455,CR500985876126367744,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR500985876126367744,Image,25000,5000000,200,,
27458,CR501432277847244800,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR501432277847244800,Image,25000,500000,20,,
27464,CR510794619357757440,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR510794619357757440,Image,25000,500000,20,,
27465,CR511503804357672960,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR511503804357672960,Image,500,500000,1000,,
27469,CR514118443008524288,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR514118443008524288,Image,25000,500000,20,,
27470,CR514602228124745728,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR514602228124745728,Image,25000,500000,20,,
27475,CR517757826496462848,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR517757826496462848,Image,500,50000,100,,
27476,CR51782599621738496,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR51782599621738496,Image,25000,5000000,200,,
27479,CR518841944961449984,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR518841944961449984,Image,500,50000,100,,
27480,CR520812269798424576,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR520812269798424576,Image,50,5000,100,,
